PRODINFO,¥1399.00-2129.00,1299.00-2029.00,558,"优惠
淘金币可抵38.97元",,收藏宝贝 (685人气),快递 免运费 ,"货源保障,7天无理由,运费险"
600745000000,2,review-1122768071541,2021年02月10日 14:40,店家太好了，喜欢，以后长期你家购买！！！,,,,
600745000000,2,review-1121545272765,2021年02月10日 11:34,音质效果：不错 外观材质：不错,,,,
600745000000,2,review-1121511880266,2021年02月09日 20:23,一边烤火一边唱歌，过春节必备神器。好评,,,,
600745000000,2,review-1121925757884,2021年02月09日 19:20,春节送货那么快🥇，真不错，音质各方面都还满意！,,,,
600745000000,2,review-1121892233564,2021年02月09日 13:22,完整塑封，链接也很顺畅，很好玩，过年可以去到哪唱到哪了哈哈哈哈,,,,
600745000000,2,review-1122171446738,2021年02月07日 21:56,如果想专业录歌这个一般，但是如果平时唱着玩，家庭聚会玩耍简直太好了＼(^▽^)／！反正我们家已经玩嗨了😂,,,,
600745000000,3,review-1121546865460,2021年02月05日 19:06,麦克风品质不错 值得购买,,,,
600745000000,3,review-1121460089256,2021年02月05日 00:31,今天拿到麦克风就立即试用了起来，挺不错的，好听😄,,,,
600745000000,3,review-1121778970635,2021年02月04日 10:18,很可爱的布朗熊，音质也不错,,,,
600745000000,3,review-1121724062845,2021年02月03日 17:46,音质效果：挺不错的 之前买了一个别人家的知啦知啦响给退了。过年有玩的了。感谢卖家 外观材质：实物和图片一致。,,,,
600745000000,3,review-1120813828543,2021年02月02日 22:44,发货快，使用了几次，连上蓝牙就可用，方便。,,,,
600745000000,3,review-1121591014145,2021年02月02日 15:28,可可爱爱 连电视唱吧唱歌很方便 过年有的玩了,,,,
600745000000,3,review-1121129981920,2021年02月02日 09:11,蛮好用的，唱着玩挺好，这毛毛挺柔软，摸着舒服。,,,,
600745000000,3,review-1120663924307,2021年02月01日 17:28,太爱了，回来家就试了音效，太好用了。,,,,
600745000000,3,review-1120616260204,2021年02月01日 11:54,宅家神器，已经使用了，效果不错，并且用了几次还没充电，待机时间挺长,,,,
600745000000,3,review-1121712103483,2021年01月31日 14:58,今年不能外出旅行，在家找点乐趣吧，带着孩子们k歌。,,,,
600745000000,3,review-1120850069275,2021年01月30日 19:11,买了两个，准备过年玩。店家服务还是很好的，满意，商品也挺好，玩了很开心，过年应该不会寂寞了,,,,
600745000000,3,review-1121617555230,2021年01月30日 17:42,音质还可以,,,,
600745000000,3,review-1121607571225,2021年01月30日 16:32,唱吧小巨蛋一直关注很久了，这次年货节搞活动，价格挺便宜的，货物收到以后效果很好。过年七天有节目可以表演了，挺高兴的，宝贝们都很喜欢。,,,,
600745000000,3,review-1121222686562,2021年01月30日 14:33,宝藏店铺，孩子一直玩个不停，这个春节有事干了，哄娃神器,,,,
600745000000,3,review-1120369160427,2021年01月30日 10:51,非常好，老人很喜欢！,,,,
600745000000,3,review-1121158466344,2021年01月29日 21:55,娃想出来的无接触手段,,,,
600745000000,3,review-1119856252838,2021年01月25日 18:15,体验感很好(✪▽✪),,,,
600745000000,3,review-1120650790541,2021年01月25日 14:40,很好不错👍值得购买！,,,,
600745000000,3,review-1120981819049,2021年01月25日 10:21,节日气氛燥起来，全家一起KTV,,,,
600745000000,3,review-1120584430397,2021年01月24日 21:44,哈哈，好玩，在家里玩跟Ktv一样！相见恨晚,,,,
600745000000,4,review-1120546562733,2021年01月24日 16:18,又可爱音质又好，超级棒了,,,,
600745000000,4,review-1120724483758,2021年01月23日 00:08,此用户没有填写评价。,,,,
600745000000,4,review-1119398328765,2021年01月21日 19:34,好评好评宝宝很喜欢,,,,
600745000000,4,review-1119277368062,2021年01月20日 18:55,真的棒棒的哈，而且客服特别好，哈哈哈不厌其烦的，产品很好哈哈哈,,,,
600745000000,4,review-1119277368061,2021年01月20日 18:55,真的棒棒的哈，而且客服特别好，哈哈哈不厌其烦的，产品很好哈哈哈,,,,
600745000000,4,review-1119838782837,2021年01月18日 15:11,音质效果：音质非常好 外观材质：外观高大上 孩子在家练习唱歌非常好,,,,
600745000000,4,review-1118860356354,2021年01月17日 10:18,买了两个小巨蛋麦克风，调试了一下音响效果不错，有好几种音效可以切换，店家还送了赠品虽然暂时用不上，但总体还是很满意的，可以在家里k歌了。,,,,
600745000000,4,review-1119208581359,2021年01月16日 16:45,音质效果：音质不错，有很多效果 外观材质：手感很好，不是很沉,,,,
600745000000,4,review-1118755860690,2021年01月16日 11:47,我很满意，老妈也喜欢，每天拿着放音乐～唱歌效果不错，不需要很用力的去唱，收音效果也ok，爱了爱了～,,,,
600745000000,4,review-1119488618175,2021年01月15日 15:40,一共买了两个，真是可爱至极，绝对正品，疫情期间可以在家练习歌喉啦，各位小主快快入手吧,,,,
600745000000,4,review-1119082721196,2021年01月15日 15:37,昨天下得单今天就到货了，卖家发货真是快啊，收到货更是惊喜，很可爱，质量保证，绝对正品，值得够买,,,,
600745000000,4,review-1119262462326,2021年01月13日 17:22,卖家发货操作错误，却拒不执行退款，还要挟好评。客户自始至终没有收到两个话筒，耽误事情，浪费时间，款项被扣至今。,,,,
600745000000,4,review-1119180866060,2021年01月13日 01:10,超级棒，娃子玩的好嗨哟,,,,
600745000000,4,review-1118332760791,2021年01月12日 18:26,音质效果：很有感觉，送给妈妈，妈妈非常开心哈，拿到手就开始唱了，客服耐心好，有问必答。 外观材质：好看，手感好,,,,
600745000000,4,review-1119027638097,2021年01月11日 18:21,音效很好。大小合适，握感好的，也不重。 满足了家人的需求。非常棒！,,,,
600745000000,4,review-1117981444090,2021年01月09日 19:30,音质效果：清晰好听，效果好 颜值担当，声音也很好听。推荐 外观材质：好看有质感,,,,
600745000000,4,review-1118466538792,2021年01月07日 11:36,简直太棒了，超爱的，迫不及待想要试一试❤️,,,,
600745000000,4,review-1118735979350,2021年01月06日 17:15,此用户没有填写评价。,,,,
600745000000,4,review-1118336911168,2021年01月03日 22:43,小贵，买完几乎不用了,,,,
600745000000,4,review-1117289825329,2021年01月01日 15:28,收到不错,,,,
600745000000,5,review-1117585170466,2020年12月31日 16:43,收到小巨蛋，非常赞，效果超级好，卖家也特别热心，反应超快，跨年必备,,,,
600745000000,5,review-1117157073992,2020年12月31日 13:35,音质效果：超级立体音效 外观材质：高端大气上档次,,,,
600745000000,5,review-1117375170456,2020年12月29日 21:43,收到宝贝就迫不及待的玩了。效果很好。外表萌萌哒。准备再入一个对唱。,,,,
600745000000,5,review-1116474900541,2020年12月29日 10:02,音质很好，拿起来也很顺手！,,,,
600745000000,5,review-1116419908996,2020年12月28日 18:56,买来送人的，小巨蛋果然名副其实，音响效果非常的不错，在家就能嗨歌。麦克风拿在手里有一点分量，感觉质感挺不错，绝对送礼佳品。,,,,
600745000000,5,review-1116130960565,2020年12月26日 14:14,颜值控可以的,,,,
600745000000,5,review-1117167751192,2020年12月25日 14:40,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……,,,,
600745000000,5,review-1115741680946,2020年12月23日 13:06,孩子很喜欢。,,,,
600745000000,5,review-1115720108924,2020年12月23日 10:40,买了一对，外形很可爱，音质还不错，适合室内k歌,,,,
600745000000,5,review-1115667584659,2020年12月22日 20:03,此用户没有填写评价。,,,,
600745000000,5,review-1115981509074,2020年12月22日 10:57,挺好的，家里车里连上手机K歌了，太方便了,,,,
600745000000,5,review-1116180514751,2020年12月20日 20:01,给小朋友玩，音效非常一般,,,,
600745000000,5,review-1115151616704,2020年12月19日 01:30,买了两只 白色音量比黑色小一些，不知道是否因为白色绒毛罩着比较厚？？然后最大的问题就是黑色的麦克风唱歌时不时会断断续续的，担心是不是买到翻新机，有点郁闷,,,,
600745000000,5,review-1115899974168,2020年12月18日 18:12,音质效果：挺不错的 外观材质：可可爱爱！,,,,
600745000000,5,review-1115673414872,2020年12月17日 11:58,音色很好，唱起来很欢乐,,,,
600745000000,5,review-1115538846359,2020年12月16日 14:42,太棒了！喜欢的很啊！,,,,
600745000000,5,review-1115872623570,2020年12月16日 12:18,回来测试了效果棒棒的，老婆姑娘超喜欢，连接投影后一个妥妥的家庭KTV,,,,
600745000000,5,review-1115793819278,2020年12月15日 19:57,东西包装高大尚，有效场景切换特别好，声效很喜欢，手感适中。,,,,
600745000000,5,review-1114615768412,2020年12月15日 17:10,很不错 让孩子从小锻炼唱歌，有助于提高肺活量，加强对美的体验,,,,
600745000000,5,review-1115735403786,2020年12月15日 14:57,音质很好，在家唱了一晚上，很不错，卖家价格也合适,,,,
600745000000,6,review-1115555935535,2020年12月14日 13:57,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,6,review-1115553155505,2020年12月14日 13:43,还行，就是不常用，感觉有点浪费了,,,,
600745000000,6,review-1114753021127,2020年12月14日 09:03,还挺好玩 爸妈玩的不亦乐乎……,,,,
600745000000,6,review-1115123446162,2020年12月14日 02:12,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,6,review-1115443431342,2020年12月13日 20:49,好大一个，样子很萌，毛毛很有质感，孩子很喜欢。自带喇叭音效好,,,,
600745000000,6,review-1115078342378,2020年12月13日 20:43,不错哦,,,,
600745000000,6,review-1115177739481,2020年12月12日 19:24,麦克风很可爱，小朋友爱不释手,,,,
600745000000,6,review-1114705974570,2020年12月11日 15:50,音质很好啊，手感也很好，一拿回来就玩上了，家人都玩的很开心。,,,,
600745000000,6,review-1113916288431,2020年12月11日 14:12,不错很好用，在家和小朋友唱歌，很好玩,,,,
600745000000,6,review-1114658570555,2020年12月11日 10:47,颜值超高音质也很好不过声音不会太大非常喜欢🥰,,,,
600745000000,6,review-1115006607347,2020年12月11日 08:51,挺好的 在家唱唱声音足够了,,,,
600745000000,6,review-1114627702591,2020年12月11日 03:00,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,6,review-1114874843757,2020年12月10日 01:36,黑白都买了 G2款颜值很高 就是连接电视唱歌偶尔有点断断续续 可能是蓝牙原因,,,,
600745000000,6,review-1113908661465,2020年12月07日 21:49,外观很可爱啊，小孩很喜欢，还可以转换音效，唱歌音质也挺好的,,,,
600745000000,6,review-1113770717579,2020年12月06日 17:14,期待已久的小巨蛋终于到手了，外观萌萌哒，一黑一白很经典！重要的是音质很好👍两只小朋友一拿到话筒就爱不释手，迫不及待地就在手机上嗨了好久😄,,,,
600745000000,6,review-1114065986223,2020年12月05日 20:41,音质效果：音效还不错。环绕效果不错。音质也挺好。 是不是正品不知道，反正用起来还可以。家里电视没有蓝牙功能，只能连手机用。 录歌的时候说是建议连音频线，线是两端圆孔的，现在几乎没有手机有圆形耳机孔了，那根线根本用不了。送的充电线也比较劣质。,,,,
600745000000,6,review-1114062678869,2020年12月05日 20:15,音效真的不错，一下买个两支，平时可以K歌玩，自驾游还多了一个娱乐项目，确实性价比高。而且不唱的时候还可以当音响，音质还是错的，声音也够了，推荐喜欢唱歌的朋友买来试试,,,,
600745000000,6,review-1113562981892,2020年12月04日 21:56,好好玩吧，好听好听,,,,
600745000000,6,review-1113768426787,2020年12月03日 16:21,质量很过关，品质有保障，相当不错的选择，好多朋友看我用都想买，我都推荐了,,,,
600745000000,6,review-1114046031420,2020年12月03日 01:12,这麦克风不如唱吧初代麦克风录音好 当个颜值高的蓝牙外放音箱算勉强过关 还不错,,,,
600745000000,7,review-1112849272238,2020年12月02日 15:37,太棒了，音质音效都很好，操作简单方便 ，随时随地曲不离口,,,,
600745000000,7,review-1112885821388,2020年11月30日 13:01,音响效果很好，玩的不亦乐乎~,,,,
600745000000,7,review-1113208814588,2020年11月29日 23:39,非常划算，挺不错的,,,,
600745000000,7,review-1112820133232,2020年11月29日 22:41,质量很好！小朋友很喜欢！,,,,
600745000000,7,review-1113150830538,2020年11月29日 17:04,外观材质：非常好看，好玩,,,,
600745000000,7,review-1113399799364,2020年11月28日 23:00,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,7,review-1111895988589,2020年11月26日 16:55,小巨蛋很不错，音效很好，和量贩式KTV效果一样。老人小孩皆宜，一家老小唱的很开心。还可以录音，回听自己的演唱。可以变声小黄人和怪兽，小朋友特别开心，玩起来就放不下来了。,,,,
600745000000,7,review-1112242081896,2020年11月26日 14:01,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,7,review-1112506106765,2020年11月25日 17:33,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,7,review-1112446190484,2020年11月25日 10:23,大爱这个小巨蛋，音质超好，双十一购买价格合适，卖家服务态度很好，绝对超赞，朋友也把链接要走了👍🏻👍🏻👍🏻,,,,
600745000000,7,review-1111221016099,2020年11月21日 16:21,刚到货，迫不及待打开来试试，太可爱啦，毛毛很舒适，试了一下音效也很不错，充电等待中,,,,
600745000000,7,review-1111111988400,2020年11月20日 19:41,音质不错，唱录播一体机，实用,,,,
600745000000,7,review-1111106380579,2020年11月20日 18:59,又快又好，一直觉得有点贵才没下手，无意中刷到这家店，“咨询立减”让我剁了手！家庭娱乐走起来！,,,,
600745000000,7,review-1111070932059,2020年11月20日 15:18,在家就可以唱歌啦，好方便，音质也特别好，喜欢,,,,
600745000000,7,review-1111717130416,2020年11月19日 19:54,很不错，比想象中的声音大些，音效也很不错,,,,
600745000000,7,review-1112067339973,2020年11月19日 19:23,音质挺好的 很喜欢很方便 外观超级可爱 喜欢的快买吧,,,,
600745000000,7,review-1111991651418,2020年11月19日 11:38,第一次买话筒，效果是在太好了，单论音色，比在KTV要好很多，还有很多音效，孩子们每天玩的都很高兴，值得购买！,,,,
600745000000,7,review-1111597254222,2020年11月19日 00:26,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。收到的宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，到时候麻烦掌柜给个优惠哦！,,,,
600745000000,7,review-1110812660484,2020年11月18日 19:09,声音效果非常好，外观很可爱，音质不错，拿到手里也很有质感，有点份量，不错。拿到手里就用上了。,,,,
600745000000,7,review-1111135277536,2020年11月18日 14:07,音质效果：挺不错的！ 外观材质：很好看！ 收到孩子们马上就唱上了，不但孩子喜欢，老公也喜欢，家里老人也喜欢，总体很满意，连接电视也很方便！,,,,
600745000000,8,review-1111697059052,2020年11月17日 12:40,太好玩了,,,,
600745000000,8,review-1111331846706,2020年11月17日 11:21,我也有唱吧小巨蛋啦，超喜欢唱歌的呢，客服小姐姐可以多给几个月的VIP嘛 音质效果：好，棒棒哒 外观材质：不错，超级喜欢啦,,,,
600745000000,8,review-1111176182901,2020年11月16日 12:43,挺好！,,,,
600745000000,8,review-1111154006999,2020年11月16日 10:50,之前买了一个别的牌子的 感觉音质不好 退款后又买了这个 效果好多了 女儿很喜欢,,,,
600745000000,8,review-1111460895267,2020年11月15日 22:42,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,8,review-1110329516088,2020年11月15日 19:10,挺好的，拿来都抢着唱，在家也能嗨歌。连着电视唱的老嗨啦,,,,
600745000000,8,review-1110827614101,2020年11月14日 11:25,小巨蛋一直想入手，在官方看太贵了，一直等着双十一，发现了这个宝藏店铺，绝对的正品，音质效果很好，外观更是没得说，这样老公就再也不用去ktv啦，在家就可以无限唱歌😊😊,,,,
600745000000,8,review-1110749654897,2020年11月13日 19:21,音色很好，跟喜欢,,,,
600745000000,8,review-1109937184296,2020年11月13日 12:31,超级惊喜的话筒～使用效果也很棒～送给妈**生日礼物～妈妈很喜欢～,,,,
600745000000,8,review-1110642270433,2020年11月13日 09:02,不管是外观还是音质上，都挺不错的，老板也爽快，可以买着和朋友一起嗨,,,,
600745000000,8,review-1110215713310,2020年11月12日 18:44,音质效果：很上档次，小朋友握起来也很合手，音质不错，在家唱歌不会扰民,,,,
600745000000,8,review-1110296502766,2020年11月10日 21:16,外观好看，音质很好,,,,
600745000000,8,review-1109812673204,2020年11月10日 08:07,全家都喜欢，娱乐离不了的神器！服务热情周到！,,,,
600745000000,8,review-1110497551048,2020年11月09日 20:03,孩子非常喜欢，买来送给我外甥滴，很可爱的颜值,,,,
600745000000,8,review-1110497255179,2020年11月09�� 20:01,不错哦，孩子很喜欢，声音很好听，关键颜值高,,,,
600745000000,8,review-1109770581089,2020年11月09日 19:14,很有质感，女儿很喜欢。,,,,
600745000000,8,review-1109400908786,2020年11月09日 18:51,话筒非常好用，特别满意，音质很好，质量很不错，正品，很喜欢。,,,,
600745000000,8,review-1108924605949,2020年11月07日 14:14,不错不错，在家唱唱可以的,,,,
600745000000,8,review-1109576551739,2020年11月07日 11:37,妈妈很喜欢！,,,,
600745000000,8,review-1108581693084,2020年11月06日 20:32,这个真是太方便了，想唱歌去KTV太贵，这个可以好好练歌也可以玩配音，我能玩一上午，朋友也很喜欢。说真的挺不错,,,,
600745000000,9,review-1108212624237,2020年11月06日 20:19,买了三个，还有一个给老妈，试了一下非常不错,,,,
600745000000,9,review-1108212624238,2020年11月06日 20:19,买了三个，还有一个给老妈，试了一下非常不错,,,,
600745000000,9,review-1108212252425,2020年11月06日 20:19,不错，包装精致，做工也还行，自嗨神器,,,,
600745000000,9,review-1108905178894,2020年11月06日 19:10,小身材大能量。,,,,
600745000000,9,review-1107719653316,2020年11月05日 13:05,买了三个了，这个话筒是我用过的最好用的，唱的不亦乐乎，停不下来，大家都快来买呀！质量棒棒的，音质超级好！,,,,
600745000000,9,review-1107226240528,2020年11月05日 00:51,好玩,,,,
600745000000,9,review-1107832938967,2020年11月04日 14:41,唱歌没有觉得比我买的二百多的音效好 发现被广告套路了,,,,
600745000000,9,review-1107096200812,2020年11月04日 12:19,小巨蛋，音质很不错，质感也很好，很喜欢，在家可以k歌了,,,,
600745000000,9,review-1107082072954,2020年11月04日 10:50,正品啊，包装很好，超级萌，在办公室一打开，同事也立马入手一个,,,,
600745000000,9,review-1107356353108,2020年11月03日 19:06,音质效果：好 外观材质：非常可爱,,,,
600745000000,9,review-1107269089046,2020年11月03日 12:35,好看，好听，好玩，孩子很喜欢，我也很喜欢,,,,
600745000000,9,review-1106848744536,2020年11月03日 08:13,很好，还是挺好玩的，无聊的时候唱起来。,,,,
600745000000,9,review-1107815295549,2020年11月02日 21:37,给爸妈买的，他们很喜欢,,,,
600745000000,9,review-1107807303169,2020年11月02日 21:05,昨天傍晚六点多买的，今天就到了，顺丰快递，麦克风很萌，赞一个,,,,
600745000000,9,review-1107388799956,2020年11月01日 09:15,外观材质：外观萌萌哒，姐妹聚会神器，在家里就可以随意很随意随时K歌。家有孕妇，避免了去KTV二手烟的危害，很推荐。,,,,
600745000000,9,review-1106675985748,2020年11月01日 08:53,宝宝喜欢，音质挺好的,,,,
600745000000,9,review-1107347311570,2020年10月31日 21:54,💌终于对它下手了，颜值是真的没话说❤，很有质感，物美价廉，趁活动赶紧囤起来,,,,
600745000000,9,review-1106985018744,2020年10月31日 20:09,收到啦音效非常好,,,,
600745000000,9,review-1106597577020,2020年10月31日 16:46,话筒很好，非常漂亮，价格美丽,,,,
600745000000,9,review-1106412741546,2020年10月30日 12:10,很好，很漂亮,,,,
600745000000,10,review-1106704206854,2020年10月29日 20:44,颜值很高的一款麦克风，音效也很棒，收到后就迫不及待开始K歌，家里人都说很不错！,,,,
600745000000,10,review-1106328693205,2020年10月29日 18:39,非常不错，孩子们很喜欢，音质真心不错。感谢卖家，服务很及时，非常满意！,,,,
600745000000,10,review-1106976799682,2020年10月29日 12:24,美丽的小巨蛋收到啦！准备K歌嗨起来！卖家服务特别好，不仅给了诚意十足的优惠，还赠送好多东西。小巨蛋上有条形码，正品验证无疑！优秀！,,,,
600745000000,10,review-1105770880788,2020年10月28日 11:34,音质不错，质量上乘，颜色靓丽，操作简便，物超所值发货迅速,,,,
600745000000,10,review-1105617772641,2020年10月27日 10:09,试了一下功能挺好的，声音也很好听，客服也很耐心回答问题很好,,,,
600745000000,10,review-1105546588947,2020年10月26日 17:44,就是声音有点小，可能罩子太厚了，挺好玩的,,,,
600745000000,10,review-1106239250106,2020年10月26日 16:17,很好，正品和姐姐的两个连蓝牙以后可以在家K歌🥰,,,,
600745000000,10,review-1105467284460,2020年10月26日 08:19,好玩，准备再买一个,,,,
600745000000,10,review-1105797849684,2020年10月25日 23:42,唱吧小巨蛋 值得拥有,,,,
600745000000,10,review-1106469691047,2020年10月25日 19:13,神奇的小话题、带来快乐时光，推荐,,,,
600745000000,10,review-1106050878251,2020年10月25日 12:11,音质效果：效果棒棒哒，可以高歌一曲，也可以搞怪聊天！ 外观材质：包装很年轻化，是漂亮姐姐同款宝贝，很满意！,,,,
600745000000,10,review-1105962562669,2020年10月24日 19:01,终于可以唱个爽了1，没人抢麦，🥰,,,,
600745000000,10,review-1106187139982,2020年10月23日 23:40,音质不错，好喜欢啊,,,,
600745000000,10,review-1105470065440,2020年10月23日 21:37,拿在手上很合适，声音很不错。,,,,
600745000000,10,review-1105011897205,2020年10月20日 16:30,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,10,review-1105615771051,2020年10月19日 21:44,晚上已经开始在家K歌了，美的很,,,,
600745000000,10,review-1104898765649,2020年10月19日 19:23,一下子买了两个，卖家发货很快，小巨蛋毛毛绒绒很可爱，一个送给妈妈已经开始唱起来啦，还有一个line合作的准备送给朋友~,,,,
600745000000,10,review-1104898765648,2020年10月19日 19:23,一下子买了两个，卖家发货很快，小巨蛋毛毛绒绒很可爱，一个送给妈妈已经开始唱起来啦，还有一个line合作的准备送给朋友~,,,,
600745000000,10,review-1104754577369,2020年10月18日 18:49,新鲜拆包！很漂亮！颜值很重要！,,,,
600745000000,10,review-1104612257646,2020年10月17日 22:42,很好用 喜欢 和朋友一起在家玩,,,,
600745000000,11,review-1104439789473,2020年10月16日 17:12,话筒很好玩！孩子非常喜欢,,,,
600745000000,11,review-1104388581185,2020年10月16日 11:32,买了两个黑的，我和儿子都很喜欢，交接操作都很方便,,,,
600745000000,11,review-1104163201657,2020年10月14日 19:05,炒鸡漂亮，秒变歌神KTV😊,,,,
600745000000,11,review-1103991073953,2020年10月13日 15:47,音质好，颜值高！昨天买的，今天就到了！不用去ktv在家也能唱歌啦！,,,,
600745000000,11,review-1103967809199,2020年10月13日 13:06,买了两个，孩子喜欢，大人也可以玩，比去商场里的唱吧小屋便宜多了，可以唱一辈子，效果不错,,,,
600745000000,11,review-1103601696399,2020年10月13日 09:37,试了下音效挺不错的，又能当音响，又能当话筒，很满意哦，买来送给婆婆的，她平时就爱唱歌，希望她能喜欢，赠品发错了，老板也很爽快的解决了～很不错的一家店～,,,,
600745000000,11,review-1103597404705,2020年10月13日 09:13,娃娃喜欢耍,,,,
600745000000,11,review-1103546876387,2020年10月12日 19:06,今天到货，拿到手马上唱了几首，一犹未尽。好评先,,,,
600745000000,11,review-1103531872438,2020年10月12日 17:12,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,11,review-1103520516421,2020年10月12日 16:00,哇。好可爱，暂时还没有唱歌，感觉还不错,,,,
600745000000,11,review-1103755725740,2020年10月11日 19:32,好玩⊙▽⊙介绍了很多朋友回购,,,,
600745000000,11,review-1103729753220,2020年10月11日 16:14,卖家挺好，麦克风效果一般般，不是很理想。,,,,
600745000000,11,review-1104328359687,2020年10月11日 00:08,孩子很喜欢，音质不错,,,,
600745000000,11,review-1104309183968,2020年10月10日 21:09,效果还好，自己听很满意的，声音当然不会有音响效果强大，练歌一流的,,,,
600745000000,11,review-1103930046616,2020年10月10日 15:37,好～,,,,
600745000000,11,review-1103515889963,2020年10月10日 08:30,虽然给我没带耳机，我也备注了，但是东西确实很好，收到货第一时间试唱了，是个家里发泄情绪！,,,,
600745000000,11,review-1103497617058,2020年10月09日 22:38,拿起来手感还不错，声音清晰，就是有点小贵。整体还可以继续体验中。,,,,
600745000000,11,review-1103127328941,2020年10月09日 18:10,生日礼物，很好，不会太吵,,,,
600745000000,11,review-1102979624098,2020年10月08日 16:48,毛很软 音质很好,,,,
600745000000,11,review-1102892680706,2020年10月07日 22:44,效果模式多样，很有意思，喜欢呀,,,,
600745000000,12,review-1102892404606,2020年10月07日 22:41,挺好玩的，孩子非常喜欢，颜色也超级可爱,,,,
600745000000,12,review-1103854479284,2020年10月07日 15:04,客服很nice，送货快，音质好，超级方便，过节全家一起用小巨蛋玩的很开心，照片等回来后补上,,,,
600745000000,12,review-1103131641996,2020年10月07日 10:48,好玩好玩 但是兔毛的罩子收音没有黑色那个给力 还是最便宜的才是最好用的,,,,
600745000000,12,review-1103803955864,2020年10月07日 09:12,"评价方未及时做出评价,系统默认好评!",,,,
600745000000,12,review-1103115421264,2020年10月07日 08:43,麦克风质量不错，孩子们也很喜欢。都抢着唱。这家价格很优惠，大家可以考虑购买😁,,,,
600745000000,12,review-1103313738970,2020年10月05日 22:53,在家里就能立享KTV效果，家人都爱不释手，唱得停不下来，是融洽家庭关系、提升生活品质不可多得的好东西！超级好评！,,,,
600745000000,12,review-1102534108253,2020年10月05日 10:51,收到妹妹送我的一份意外的令人欣喜的生日礼物，大爱！是我梦寐以求的唱吧巨蛋麦，外形精致小巧，材质压手很有质感，拿在手里很舒适，是我特别喜爱的正红色，整体感觉卡哇伊萌萌哒！使用效果那真的是“一麦在手，歌海傲游”，音响效果超棒，喜欢喜欢！谢谢亲爱的老妹，谢谢商家！,,,,
600745000000,12,review-1103199354059,2020年10月05日 08:30,此用户没有填写评价。,,,,
600745000000,12,review-1102452472492,2020年10月04日 16:25,高颜值 音效也不错 喜欢💕,,,,
600745000000,12,review-1102685881779,2020年10月03日 19:22,太可爱了吧，超级喜欢，手感很好 喜欢,,,,
600745000000,12,review-1103364447102,2020年10月03日 19:18,挺好的，给女儿买的，她很喜欢,,,,
600745000000,12,review-1102679885625,2020年10月03日 18:21,太好玩了，推荐买，移动ktv,,,,
600745000000,12,review-1103311075067,2020年10月03日 12:31,送家人的礼物，很喜欢,,,,
600745000000,12,review-1102224380514,2020年10月02日 18:00,东西很好，音质好，颜值高,,,,
600745000000,12,review-1102199600029,2020年10月02日 14:59,音质效果：不错哦 外观材质：很可爱,,,,
600745000000,12,review-1102187984303,2020年10月02日 13:33,音质很不错，孩子可以在家练歌。外观还特别漂亮，很喜欢,,,,
600745000000,12,review-1102179076477,2020年10月02日 12:14,物流很快都收到了。买的套装，试了一下话筒的音效声音没毛病。,,,,
600745000000,12,review-1102765974859,2020年10月01日 14:29,送给妈**礼物🎁音效很不错，妈妈很喜欢！客服也很好哟，很有耐心呢！,,,,
600745000000,12,review-1103095079876,2020年10月01日 14:27,音效感觉很不错呢，这是第二次购买了。妈妈婆婆一人一个，完美！唱起来,,,,
600745000000,12,review-1102408969151,2020年10月01日 13:03,是正品，而且价格不贵，用着也很大气，一直在用，很好🎉✨,,,,
600745000000,13,review-1102395549454,2020年10月01日 11:05,买来送朋友的，非常好！,,,,
600745000000,13,review-1102393773484,2020年10月01日 10:49,音质不错 ，孩子也很喜欢，以后不用出去在家也可以K歌了。 卖家也很负责，有问题第一时间打电话沟通！,,,,
600745000000,13,review-1102731186239,2020年10月01日 09:24,外观材质：声音很大 很喜欢 物理很快建议购买,,,,
600745000000,13,review-1102009576095,2020年09月30日 20:15,特别好，一家人一起唱歌，全家人都开心的不得了，麦克完全没有杂音，没有延迟，5分好评,,,,
600745000000,13,review-1102583994946,2020年09月29日 23:22,送给妹**生日礼物，东西很棒，刚拿到手就和家人一起开始唱了😊在家就能唱出ktv的感觉，音质足够了，音量也ok，加分的是有很多音效，包括人声混音和一些搞怪的小黄人和怪兽音。,,,,
600745000000,13,review-1102568542694,2020年09月29日 20:45,送朋友的礼物，希望很好用,,,,
600745000000,13,review-1101887208214,2020年09月29日 20:43,音效很好，孩子很喜欢，直接抢不过来，生活的幸福感有增加了！,,,,
600745000000,13,review-1102567102405,2020年09月29日 20:28,小孩子拿到好开心，马上k起来了哈哈哈,,,,
